Karza FSSAI Address,LFA1_Address,Vendor code ,FSSAI Number ,Remarks,Score,pincodes,Final Remark
"VIP ROAD,DWARRANDHA NAGAR, GUWAHATI,, KAMRUP METROPOLITAN DIST., ASSAM, 781005",VIP ROAD DWARRANDHA NAGAR ASSAM 781005,20006795,10321001000049,match,100,True,Match
"PROP.P.SRIRAM,S/O P.PARASURAMNO 167 , MUTHUVENKATRAYAPURAMSRIVILLIPUTHUR TALUKVIRUDHUNAGAR DISTRICT, VIRUDHUNAGAR, TAMIL NADU, 626125",PROP P SRIRAM S O P PARASURAMNO 167 MUTHUVENKATRAYAPURAMSRIVILLIPUTHUR TAMIL NADU 626125,20006802,12418032001273,match,100,True,Match
"AVEES FOODS, V/35, ARAYACHERIL BUILDING, PULINCUNNOO, PULINCUNNOO,ALAPPUZHA, KERALA, 688504, ALAPPUZHA, KERALA, 688504",V 35 AVEES FOODS ARAYACHERIL BUILDI PULINCUNNOO ALAPPUZHA KERALA KERALA 688504,20006808,11315004000981,match,98.4615384615385,True,Match
"MOTHER DAIRY FRUIT & VEGETABLE PRIVATE LIMITED.UNIT-MOTIHARI,VILLAGE-BATHNA, PO.-PIPRAKOTHI,PURBI CHAMPARAN,845429(BIHAR) , PURBA CHAMPARAN, BIHAR, 845429",UNIT  MOTIHARI VILLAGE  BATHNA P O  PIPRAKOTHI PURBI CHAMPARAN BIHAR 845429,20006809,10018033000380,not match,58.6387434554974,True,Match
"3-1/1, KHURJA PEACH, DELHI GARH ROAD, HAPUR, UTTAR PRADESH, 245101",3 1 1  KHURJA PEACH  DELHI GARH ROAD  UTTAR PRADESH 245205,20006816,10017051002233,ok check Pin,97.7777777777778,False,Ok But Wrong Pincode
"HOUSE NO 72, SURVEY NO. 513, SUB DIV NO 2,7,8,9,10,11&12, NANODA, LATAMBARCEM, BICHOLIM, NORTH GOA , GOA, 403503",HOUSE NO 72  NANODA  BICHOLIM  GOA 403504,20006817,10619001000385,ok check Pin,100,False,Ok But Wrong Pincode
"SARASWATI COLONY, OLD AUSA ROAD, LATUR, LATUR, MAHARASHTRA, 413531",SARASWATI COLONY OLD AUSA ROAD  MAHARASHTRA 413531,20006818,11521049000492,match,100,True,Match
"PLOT NO. 5,6,7 & 8, SHREENATHJI INDUSTRIAL PARK, SATADA, RAJKOT, GUJARAT, 360023",PLOT NO 5  6  7  8 SHREENATHJI INDUSTRIAL ZONE SURVEY GUJARAT 360023,20006882,10019021004029,match,88.4615384615385,True,Match
"592GHA/187 RAJEEV NAGAR TELIBAGH, LUCKNOW, KHARIKA WARD, UTTAR PRADESH, 226002",592GHA 187 RAJEEV NAGAR TELIBAGH  K  UTTAR PRADESH 226002,20006892,22723748000024,match,97.8723404255319,True,Match
"SS-460-461 SECTOR-H NEAR BAJPAI TENT HOUSE LDA COLONY KANPUR ROAD , LUCKNOW, UTTAR PRADESH, 226012",SS 460 461 SECTOR H NEAR BAJPAI TEN  UTTAR PRADESH 226012,20006893,12723066000868,not match,67.5675675675676,True,Match
"533 KILA MOHAMMADI NAGAR LDA COLONY, LUCKNOW, UTTAR PRADESH, 226012",533 KILA MOHAMMADI NAGAR LDA COLONY  UTTAR PRADESH 226012,20006894,12723066000635,match,100,True,Match
"R-25,STREET NO. 16A, SWATANTAR NAGAR, NARELA, NORTH DELHI-110040, NORTH   , DELHI, 110040",R 25  STREET NO  16A SWATANTAR NAGAR  NARELA  DELHI 110040,20006896,13320008000181,match,94.3820224719101,True,Match
"KHASRA NO. 17/2/2 & 3, 51/1/2 KAJI PALASIYA, INDORE, MADHYA PRADESH, 452001",GODOWN NO 5 AND 6 KHASRA NO 17 2 2  AND 3  51 1 2  KA MADHYA PRADESH 452016,20006898,11421850000414,not match,80,False,Ok But Wrong Pincode
"KHASRA NO. 17/2/2 & 3, 51/1/2 KAJI PALASIYA, INDORE, MADHYA PRADESH, 452001",GODOWAN NO 05   6 KHASARA 17 2 2 AND 3 51 1 2 KAJI PALASIYA MADHYA PRADESH 452016,25014515,11421850000414,not match,86.6141732283465,False,Ok But Wrong Pincode
"PLOT NO. 8 SOUTH SIDE OF GT ROAD BULANDSHAHR INDUSTRIAL AREA GHAZIABAD UTTAR PRADESH , GHAZIABAD, UTTAR PRADESH, 201001",PLOT NO  8 SOUTH SIDE OF GT ROAD INDUSTRIAL AREA GHAZIABAD UTTAR PRADESH 201001,20006918,12723052000580,match,100,True,Match
"NO.54&55 SOUTH PHASE,IIND SECTOR,3RD STREET,AMBATTURINDUSTRIAL ESTATE,AMBATTUR,CHENNAI 600058, THIRUVALLUR, TAMIL NADU, 600058",NO 53 3RD STREET  2ND SECTOR AMBATTUR INDUSTRIAL ESTATE  AMBATTU TAMIL NADU 600041,20006924,10016042002417,not match,78.3333333333333,False,Ok But Wrong Pincode
"PLOT NO M-25, MIDC TALOJA, , RAIGAD, MAHARASHTRA, 410208",24 3 2   8 13  18 2 2  GOPALPUR 47 PART  GURGAON HARYANA 122006,20006926,11522998001108,not match,31.1111111111111,False,Not Match
"PLOT NO M-25, MIDC TALOJA, , RAIGAD, MAHARASHTRA, 410208",3  BLDG  NO 8  JOGANI INDUSTRIAL CO SIDHHI VINAYAK CO OP IND PREMISES  MAHARASHTRA 400022,20007004,11522998001108,not match,49.1228070175439,False,Not Match
"35/ 137 A , RYTOL HOUSE, VENGALLORE- KOLANI BYPASS ROAD, MANAKKAD P.O, THODUPUZHA , IDUKKI, KERALA, 685608",35 137 A  RYTOL HOUSE  MANAKKADU KOLANI ROAD  KERALA 685608,20006934,11323006000193,match,88.6363636363636,True,Match
"GROUND FLOOR , B-34-856, DURGAPURI,OPPOSITE UCO BANK, LUDHIANA , LUDHIANA, PUNJAB, 141001",GROUND FLOOR  G 34 856  DUGRAPURI OPP UCO BANK  LUDHIANA PUNJAB 141001,20006937,12121441000659,match,89.6,True,Match
"NO. X/426A, RE-SURVEY NO 304/10, BLOCK NO. 8, CHELAMATTOM VILLAGE, OKKAL P O, OKKAL PERUMBAVOOR, ERNAKULAM DISTRICT, ERNAKULAM, KERALA, 683550",NO  X 426A  RE SURVEY NO 304 10 BLOCK NO  8 CHELAMATTOM VILLAGE KERALA 683550,20006940,11323999000244,match,91.0714285714286,True,Match
"PROP : MRS SUSMITA TALUKDAR, W/O.- MR SANJOY TALUKDAR, KOKRAJHAR W/NO. - 9, KOKRAJHAR, KOKRAJHAR, ASSAM, 783370",KOKRAJHAR  W NO 9  KOKRAJHAR SADAR SUB DIVISION  ASSAM 783370,20006942,10321008000005,not match,69.8412698412699,True,Match
"PLOT NO. A-752 AND PLOT A-752 (PART), MIDC KHAIRANE, TTC INDUSTRIAL AREA, NAVI MUMBAI, NAVI MUMBAI MUNICIPAL CORPORATION (THANE ZONE-2), MAHARASHTRA, 400705",PLOT NO  W 231A TTC MIDC INDUSTRAIL KOPER KHAIRNE  NAVI MUMBAI MAHARASHTRA 400709,20006955,11520015000185,not match,71.4285714285714,False,Ok But Wrong Pincode
"ARJUN GATE KARNAL, KARNAL, HARYANA, 132001",O ARJUN GATE HARYANA 132001,20006965,10818010000108,match,94.7368421052632,True,Match
"NO. 15/16 4, TRICHY ROAD, PAPPAMPATTI PRIVU, PALLAPALAYAM, COIMBATORE, TAMIL NADU, 641103",15 16 4  PALLAPALAYAM  TRICHY ROAD SULUR TAMIL NADU 641402,20006966,12423003001771,ok check Pin,93.4782608695652,False,Ok But Wrong Pincode
"H. NO. 1025/1A, OPP. RESHMA HOTEL, BABLA COMPOUND, KALYAN ROAD, NAGAON-1, BHIWANDI. THANE , BHIWANDI MUNICIPAL CORPORATION (THANE ZONE-5)    , MAHARASHTRA, 421302",SUNDER CHOWK  GROUND FLOOR  SHOP NO MULJI JETHA  MARKET SHAIKH MEMON ST MAHARASHTRA 400002,20006967,11523018000070,not match,43.1924882629108,False,Not Match
"H. NO. 1025/1A, OPP. RESHMA HOTEL, BABLA COMPOUND, KALYAN ROAD, NAGAON-1, BHIWANDI. THANE , BHIWANDI MUNICIPAL CORPORATION (THANE ZONE-5)    , MAHARASHTRA, 421302",GROUND FLOUR  SHOP NO 573  MULJI JETHA MARKET MEMON SHTREET MAHARASHTRA 400002,25019721,11523018000070,not match,43.4343434343434,False,Not Match
"NEAR GORTARA PETROL PUMP, SHAHDOL, MADHYA PRADESH, 484001",NEAR GORTARA PETROL PUMP SHAHDOL MADHYA PRADESH 484001,20006971,11422310000072,match,100,True,Match
"G1-100 INDUSTRIAL AREA NAGAUR, NAGAUR, RAJASTHAN, 341001",G 1  100 INDUSTRIAL AREA RAJASTHAN 341001,20006983,12222018000900,match,88.8888888888889,True,Match
"012, SRISHTI PLAZA COMMERCIAL PREMISES CO-OP SOC LTD, SAKIVIHAR ROAD, POWAI, GREATER MUMBAI, TUNGE GAON, MAHARASHTRA, 400072",012  SRISHTI PLAZA COMMERCIAL PREMI SAKIVIHAR ROAD  POWAI  MAHARASHTRA 400072,20006987,21521031000502,match,95.3125,True,Match
"CPT CAMPUS, THARAMANI, CHENNAI - 600113, CHENNAI, TAMIL NADU, 600113",MODERN FOOD ENTERPRISES PVT LIMITED CPT CAMPUS THARAMANI  CHENNAI 60011 TAMIL NADU 600113,20007008,10016042002392,match,97.5,True,Match
"CPT CAMPUS, THARAMANI, CHENNAI - 600113, CHENNAI, TAMIL NADU, 600113",MODERN FOOD ENTERPRISES PRIVATE LIM CPT CAMPUS THARAMANI CHENNAI TAMIL NADU 600113,20014023,10016042002392,match,97.5,True,Match
"CPT CAMPUS, THARAMANI, CHENNAI - 600113, CHENNAI, TAMIL NADU, 600113",BUILDING NO  FLAT NO   CPT CAMPUS LOCALITY SUB LOCALITY  THARAMANI TAMIL NADU 600113,20023281,10016042002392,match,86.1111111111111,True,Match
"GALA NO 2,5 & 6 JAYALAXMI INDS.PREMISES CO-OP HSG. SOC., KHETANI ESTATE, BAZAR WARD, SONAPUR LANE, KURLA (WEST),MUMBAI, GREATER MUMBAI, MAHARASHTRA, 400070",GALA NO 2 5   6 JAYALAXMI INDUSTRIA CO OP HOS  SOC  KHETANI ESTATE  BAZ MAHARASHTRA 400070,20007009,10016022005553,match,81.8181818181818,True,Match
"AT PO ABHONA, NASHIK, ABHONA, MAHARASHTRA, 423502",A P  ABHONA  TAL  KALWAN  DIST  NAS  MAHARASHTRA 423502,20007018,21523029002186,not match,73.972602739726,True,Match
"PROPERTY NO.3-3-439,SARVODAYA HOUSING SOCIETY,NEAR DATTA MANDIR,UDGIR. , LATUR, MAHARASHTRA, 413517",PROPERTY NO  3 3 439 SARVODAYA HOUSING SOCIETY MAHARASHTRA 413517,20007042,11522049000062,match,94.2307692307692,True,Match
"PLOT NO. NS(P)TEKUNA FARM, INDUSTRIAL AREA, GAYA DOBHI ROAD, GAYA, BIHAR, 823004",PLOT NO NS  P  TEKUNA FARM INDUSTRIAL AREA GAYA DOBHI ROAD BIHAR 823004,20007050,10418200000065,match,96.7741935483871,True,Match
"OPP- D.A.V. PUBLIC SCHOOL, CANTT. AREA, GAYA DOBHI ROAD, GAYA, BIHAR, 823004",OPP  D A V  PUBLIC SCHOOL   CANTT  GAYA DOBHI ROAD GAYA SADAR BIHAR 823004,20007069,10418200000066,match,90.3846153846154,True,Match
"239, VILLAGE- MAHOLI,POST- KRISHNA NAGAR,AGRA-DELHI HIGHWAY (NH-2),MATHURA, MATHURA, UTTAR PRADESH, 281004",24 MANAS NAGAR  MAHOLI ROAD  MATHURA  MATHURA  UTTAR PRADESH 281 UTTAR PRADESH 281004,20007071,12719004000186,not match,79.0697674418605,True,Match
"PLOT NO 23, ANAND BHOOMI, JORA SWAMI VIVEKANAND AIRPORT RAIPUR, RAIPUR, WARD NO. 08 - PANDIT MOTILAL NEHRU WARD, CHHATTISGARH, 492012",PLOT NO 23 ANAND BHOOMI  JORA SWAMI VIVEKANAND AIRPORT RAIPUR CHANDIGARH 492012,20007160,20523079002281,match,91.6030534351145,True,Match
"172, SHANIWAR PETH, KUMBHAR WADA, TALEGAON DABHADE, PUNE, MAHARASHTRA, 410506",172  SHANIWAR PETH  KUMBHAR WADA TALEGAON DABHADE  MAHARASHTRA 410506,20007186,11521036000467,match,100,True,Match
"M 178 , M I D C , JALGAON, JALGAON, MAHARASHTRA, 425001",PLOT NO 6 SONA NAGAR MAMURUABAD ROAD MAHARASHTRA 425001,20007188,11520031000347,not match,52.3809523809524,True,Match
"505/B, BUILDING NO. B-2, RAJLAXMI LOGISTICS PARK, DHAMANGAON, BHIWANDI, BHIWANDI MUNICIPAL CORPORATION (THANE ZONE-5)    , MAHARASHTRA, 421302",C O SUNDER AGENCIES SHOP  S M HOUSE SECTION  17  OPPOSITE RITA BATTERIE MAHARASHTRA 421002,20007191,11521018000471,not match,41.2371134020619,False,Not Match
"SURVEY NO.178/C8, RAMDASPALY VILLAGE, IBRAHIM PATNAM, RANGAREDDY, TELANGANA. , RANGAREDDY, TELANGANA, 501510",SURVEY NO 178 C8 RAMDASPALY VILLAGE  IBRAHIM PATNAM  TELANGANA 501510,20007192,13622010000205,match,100,True,Match
"15 SHANKER KUTI SARASWATI MANDIR, SURAJ KUND ROAD, MEERUT, UTTAR PRADESH, 250002",15  SHANKAR KUTI SARASWATI MANDIR UTTAR PRADESH 250002,20007193,12721051000269,match,90.4761904761905,True,Match
"VILL- NO.2 BAMUNAPARA P.O./P.S.-MANGALDAI, DARRANG, ASSAM, 784125",VILL  NO 2 BAMUNAPARA P O  P S  MANGALDAI ASSAM 784125,20007195,10319012000033,match,89.3617021276596,True,Match
"WARD NO.5, RANGIA, KAMRUP DIST., ASSAM, 781354",WARD NO 5  RANGIA  RANGIA CIVIL SUB DIVISION ASSAM 781354,20007196,10322002000089,not match,78.5714285714286,True,Match
"EWS-A-183 HOLY CHOWK AVAS VIKAS RUDRAPUR , UDHAM SINGH NAGAR , UTTARAKHAND, 263153",EWS A 183 HOLY CHOWK  AVAS VIKAS RUDRAPUR   KICHHA  UDHAM SINGH NAGA UTTARANCHAL 263153,20007199,12622012000146,match,83.5616438356164,True,Match
"VILLAGE ALIPUR, PO MITHAPUR, DISTT JALANDHAR, JALANDHAR, PUNJAB, 144022",ALIPUR  PO MITHAPUR  DIST  JALANDHA  PUNJAB 144022,20007220,12122361000410,match,88.6363636363636,True,Match
"106/A K.K.ROY CHOWDHURY ROAD, KOLKATA, WEST BENGAL, 700008",GROUND FLOOR 106 A K K ROY CHOWDHURY ROAD SISIR NILOY WEST BENGAL 700008,20007237,12823019001198,match,90.4761904761905,True,Match
"SWAD FOOD PRODUCTS MARATHAKKARA, THRISSUR, KERALA, 680306",VII 524 VII 518 LOURDE NAGAR ANCHERY   KACHERY   NADATHARA KERALA 680006,20007238,11318008000054,not match,44.2307692307692,False,Not Match
"KILA NO. 25/2, MUSTKIL NO. 46,  NEAR BSF BHONDSI, BHARAT YATRA KENDRA ROAD, VPO BHONDSI, GURUGRAM, HARYANA, 122102",JAIN FARM HOUSE NEAR BSF   BHARAT YATRA KENDRA ROAD BHONDSI HARYANA 122101,20007239,10823005000756,not match,85.9649122807017,False,Ok But Wrong Pincode
"NAYAPURA KHATEEK KHANA, BHIND, MADHYA PRADESH, 477001",NAYAPURA KHATEEK KHANA  BHIND  BHIND  MADHYA PRADESH MADHYA PRADESH 477001,20007240,11421670000162,match,100,True,Match
"285 KASTURBA NAGAR MAIN ROAD RATLAM, RATLAM, RATLAM, MADHYA PRADESH, 457001",6 KHABIA COMPLEX  NEW ROAD  NEAR RUMI GAS SERVICE RATLAM MADHYA PRADESH 457001,20007242,21413810000001,not match,68.421052631579,True,Match
"14 WARD NO 12 SHASTRI NAGAR NEEMUCH, NEEMUCH , MADHYA PRADESH, 458441",14  WARD NO 12  SHASTRI NAGAR  NEEMUCH  MADHYA PRADESH MADHYA PRADESH 458441,20007243,11418770000067,match,100,True,Match
"126, CHAK HARIHARBAN, JHUNSI, PRAYAGRAJ, UTTAR PRADESH, 211019",126  CHAK HARIHARBAN  JHUNSI  PRAYA  UTTAR PRADESH 211019,20007244,12723005000317,match,95.8333333333333,True,Match
"NO 74/1, 5TH CROSS, OPP ESI LIBRARY, SRIRAMPURA, BENGALURU, B.B.M.P WEST, KARNATAKA, 560021",C1 5TH CROSS STREET REDDIPALAYAM RO MUGAPPAIR WEST INDUSTRIAL ESTATE TAMIL NADU 600037,20007245,10019043002522,not match,50.6493506493507,False,Ok But Wrong Pincode
"NO 74/1, 5TH CROSS, OPP ESI LIBRARY, SRIRAMPURA, BENGALURU, B.B.M.P WEST, KARNATAKA, 560021",SRIRAMPURAM 81 NEAR ENTRANCE 7TH MAIN KARNATAKA 560021,25014253,10019043002522,not match,55.7377049180328,True,Match
"DEEPAK JAIN S/O ANANDI LAL JAIN NEAR BUS STAND VILL- SURAJ TEHSIL- BADNOR, BHILWARA, RAJASTHAN, 311301",ASIND  BADNOR  NEAR BUS STAND SURAJ  BHILWARA   RAJASTHAN RAJASTHAN 311301,20007248,12223016000319,match,93.8775510204082,True,Match
"C/O M/S. ANKUSH TRADERS, 54, NEHRU HOUSING SOCIETY, AMBEDKAR NAGAR, GHAZIABAD, UTTAR PRADESH, 201001",C O M S  ANKUSH TRADERS 54  NEHRU H AMBEDKAR NAGAR UTTAR PRADESH 201001,20007249,12721052000974,match,98.3606557377049,True,Match
"C/O M/S. ANKUSH TRADERS, 54, NEHRU HOUSING SOCIETY, AMBEDKAR NAGAR, GHAZIABAD, UTTAR PRADESH, 201001",NAGAR NIGAM ZONE 54 NEHRU HOUSING SOCIETY UTTAR PRADESH 201001,25012865,12721052000974,match,88.8888888888889,True,Match
"C/O M/S. ANKUSH TRADERS, 54, NEHRU HOUSING SOCIETY, AMBEDKAR NAGAR, GHAZIABAD, UTTAR PRADESH, 201001",2ND FLOOR 2 78 UTTAR PRADESH 282002,25012866,12721052000974,not match,63.4146341463415,False,Ok But Wrong Pincode
"334, IBRAHIM MANDI, RAGHUNATH MANDIR CHOWK, KARNAL, HARYANA, 132001",334  IBRAHIM MANDI RAGHUNATH MANDIR CHOWK  HARYANA 132001,20007250,10823010000186,match,100,True,Match
"NO, 699,SOTATHATI ROAD,SAYANAPURAM, THIRUPPUVANAM .TK,MADURAI-625009., SIVAGANGA, TAMIL NADU, 625009",EAST PERUMAL MAISTRY ST 699 SOTATHATI ROAD   SAYANAPURAM TAMIL NADU 625009,20007251,12416019000052,not match,74.5454545454546,True,Match
"NEW BASANT NAGAR,ASSANDH ROAD,PANIPAT, PANIPAT, HARYANA, 132103",NEW BASANT NAGAR ASSANDH ROAD HARYANA 132103,20007252,10822016000235,match,100,True,Match
"TEJAS FOOD HERALD, 1-A, BOHRA GANESH JI ROAD, UDAIPUR, UDAIPUR, UDAIPUR, RAJASTHAN, 313001",1 A  BOHRA GANESH JI ROAD  UDAIPUR   UDAIPUR   UDAIPUR  RAJASTHAN 313001,20007253,22221088003399,match,95,True,Match
"AT-PO-MAJARA TA-PRATIJDIST-SABARKANTHA, HIMMATNAGAR(SABARKANTHA), GUJARAT, 383205",AT PO MAJARA TA PRATIJ DIST SABARKANTHA GUJARAT 383205,20007255,10719020000293,not match,59.3220338983051,True,Match
"NO:85,JAYABALAN STREET,VASUDEVAN NAGAR,J.K.PET,CHENNAI-600083, CHENNAI, TAMIL NADU, 600083",NO 85  NA  JAYABALAN STREET VASUDEVAN NAGAR  JAFFERKHANPETCHENN TAMIL NADU 600083,20007256,12419002004695,not match,75.8620689655172,True,Match
"SHAKTINAHGAR, SONBHADRA, KOTA (CT), UTTAR PRADESH, 231222",SHAKTINAHGAR  KOTA  CT   DUDHI TAHSIL  UTTAR PRADESH 231222,20007257,22722367000804,match,80.5194805194805,True,Match
"KUVADVA WANKANER RAOD, OPP. VISHWAKARMA TEMPLE, AT. KHERVA, MORBI, GUJARAT, 363621",OFFICE NO 803  TIME SQUARE  ABOVE SBI BANK  GUJARAT 360007,20007258,10722999000003,not match,43.1034482758621,False,Not Match
"GCMMF LTD., C/O SNOWMAN LOGISTIC LIMITED, KHATA NO 539/86/1, CHEEMASANDRA VILLAGE BANGALORE EAST, BANGALORE URBAN, BANGALORE - 560049, BANGALORE URBAN, KARNATAKA, 560049",KHATA NO 539 86 1  CHEEMASANDRA VIL BANGALORE EAST  BANGALORE URBAN  KARNATAKA 560049,20007259,10016043001421,match,96.8253968253968,True,Match
"GCMMF LTD., C/O SNOWMAN LOGISTIC LIMITED, KHATA NO 539/86/1, CHEEMASANDRA VILLAGE BANGALORE EAST, BANGALORE URBAN, BANGALORE - 560049, BANGALORE URBAN, KARNATAKA, 560049",GCMMF LTD   C O SNOWMAN LOGISTIC LI KHATA NO 539 86 1  CHEEMASANDRA VIL KARNATAKA 560049,20013891,10016043001421,match,95.3020134228188,True,Match
"SRI MOHAMMED HUSSAIN  PROPRIETORNO 12-7-129/256/2, MANCHALAPUR ROAD, RAICHUR, RAICHUR, KARNATAKA, 584101",12 7 129 256 2  MANSALAPUR ROAD RAICHUR  KARNATAKA  584101 KARNATAKA 584101,20007277,11220324000005,not match,73.6842105263158,True,Match
"6/32A, VIPUL KHAND, GOMTI NAGAR, LUCKNOW., LUCKNOW, UTTAR PRADESH, 226010",6 32A  VIPUL KHAND  GOMTI NAGAR   UTTAR PRADESH 226010,20007296,12722066003243,match,100,True,Match
"MILKAT NO 452 AT/POST SHINDEWADI TAL BHOR , PUNE, SHINDEWADI, MAHARASHTRA, 412205",MILKAT NO 452 AT POST SHINDEWADI MAHARASHTRA 412205,20007300,21522083000115,match,100,True,Match
"NEAR VASHUNDRA ENCLAVE , JOYA ROAD AMROHA , AMROHA, UTTAR PRADESH, 244221",225  MOH KOT AMROHA  MOH KOT AMROHA  AMROHA  UTTAR PRADESH  UTTAR PRADESH 244221,20007302,12721062000153,not match,76.9230769230769,True,Match
"VILLAGE : KHOKHLI, BALODABAZAR, CHHATTISGARH, 493118",244 4  SUHELA ROAD  VILL KHOKHLI BHATAPARA  BALODA BAZAR  CHHATTISGA CHANDIGARH 493118,20007303,10521024000152,not match,64.957264957265,True,Match
"9/198-A, KRISHNA, ANDHRA PRADESH, 521001",9 198 A MACHILIPATNAM  ANDHRA PRADESH 521101,20007306,10122006000341,not match,75.7575757575758,False,Ok But Wrong Pincode
"F-132-133, I.G.C., KHARA, BIKANER, BIKANER, RAJASTHAN, 334001",F 132 I G C  KHARA  BIKANER  RAJAST  RAJASTHAN 334001,20007320,12215017000019,match,85.2941176470588,True,Match
"14-P INDUSTRIAL AREA KOKAR, RANCHI, JHARKHAND, 834001",14 P INDUSTRIAL AREA KOKAR RANCHI URBAN  3  RANCHI JHARKHAND 834001,20007336,11121001000320,match,93.8271604938272,True,Match
"AT POST PLOT NO. 173 SR NO 34/2 MAHADA COLONY MURTIJAPUR TQ AURANGABAD, AURANGABAD, WARD NO 93 (PUNDLIK NAGAR), MAHARASHTRA, 431001",AT POST PLOT NO  173 SR NO 34 2 MAHADA COLONY MURTIJAPUR TQ MAHARASHTRA 431001,20007337,21521222001275,match,100,True,Match
"ROOM NO - 2 ,PLOT NO -160/161,SEC-A,ZONE-A,MANCHESWAR INDUSTRIAL ESTATE,BHUBANESWAR, BHUBANESWAR MUNICIPAL CORPORATION, ORISSA, 751010",ROOM NO   2  PLOT NO  160 161 SEC A A MANCHESWAR INDUSTRIAL  ESTATE ODISHA 751024,20007338,12021033000296,not match,84.6846846846847,False,Ok But Wrong Pincode
"KATANGI ROAD IN FRONT OF MANGAL BHAWAN, SEONI, SEONI, MADHYA PRADESH, 480661",VIVEKANAND WARD KATANGI ROAD  AADHUNIK COLONY  MADHYA PRADESH 480661,20007339,21423230000515,not match,67.7966101694915,True,Match
"PLOT FP - 1, MIDC, MIRJOLE BLOCK, RATNAGIRI - 415639, RATNAGIRI, MAHARASHTRA, 415639",PLOT FP   1  MIDC  MIRJOLE BLOCK RATNAGIRI   415639  RATNAGIRI MAHARASHTRA 415639,20007413,10012022000362,match,100,True,Match
"PLOT FP - 1, MIDC, MIRJOLE BLOCK, RATNAGIRI - 415639, RATNAGIRI, MAHARASHTRA, 415639",PLOT NO   FP 1   MIDC MIRJOLE RATNAGIRI MAHARASHTRA 415639,25011346,10012022000362,match,96.7032967032967,True,Match
"NO TC 73,ANNA FRUITS MARKET, KOYEMBEDU, CHENNAI, TAMIL NADU, 600092",TC 73 ANNA FRUITS MARKET KOYAMBEDU CHENNAI CORP WARD 127 TAMIL NADU 600092,20007462,12422002003925,match,86.8686868686869,True,Match
"28/4 MALE ODTHAVADI STREET PANAPAKKAM , VELLORE, TAMIL NADU, 631052",28 4 MALE ODTHAVADI STREET PANAPAKKAM NEMILI BLOCK TAMIL NADU 631052,20007463,22423346000089,match,92.3076923076923,True,Match
"47 GROUND FLOOR, DMD, TUSLIWADI HUTMENTS, APPROACH ROAD, TARDEO, GREATER MUMBAI, AIR CONDITION MARKET, MAHARASHTRA, 400034",ROO NO 7 ASHISH BUILDING BELSHIS RO TADDEV MUMBAI 400034 MAHARASHTRA 400034,20007466,21523002000249,not match,50,True,Match
"DEEPYOG CONSUMER PRODUCTS PRIVATE LIMITED PLOT 112,140 & 141, SANGEETHA NAGAR, VADAPERUMBAKKAM-KOSAPUR LINK ROAD, VILANGADUPAKKAM VILLAGE, MADHAVARAM TALUK, CHENNAI, THIRUVALLUR, TAMIL NADU, 600060",PLOT NO  112 SANGEETHA NAGAR   KOSAPUR   VADAPERUMBAKKAM LINK RO TAMIL NADU 600060,20007564,12423023000954,not match,72.7272727272727,True,Match
"PLOT NO. 549D, PACE CITY 2, SECTOR 37, INDUSTRIAL ESTATE, GURUGRAM, HARYANA, 122001",549 D  PACE CITY 2 SECTOR 37 HARYANA 122001,20007566,10819005000499,match,90.625,True,Match
"1-69/1, KUKATPALLY, HYDERABAD 500072, KUKATPALLY CIRCLE NO 24, HYDERABAD, HYDERABAD, TELANGANA, 500072",FIRST FLOOR  FLAT NO  103  PLOT NO  LIMRA SGR RESIDENCY  SRINIVASA  COL TELANGANA 500089,20007567,23623032002320,not match,44.2622950819672,False,Not Match
"HOUSE NO 34 HANUMAN VIHAR COLONY BIJNOR LUCKNOW, LUCKNOW, BIJNOR, UTTAR PRADESH, 226002",M 3 519 SECTOR H NEAR RAJ   RAJ RES  UTTAR PRADESH 226012,20007576,22723101000887,not match,50,False,Ok But Wrong Pincode
"BYPASS ROAD INDERWA, KODARMA , JHARKHAND, 825409",KRISHNA BHAWAN RANCHI PATNA ROAD JHARKHAND 825409,20007579,11123014000027,not match,63.2911392405063,True,Match
"NO.63, GROUND FLOOR, 4TH CROSS STREET, VARALAKSHMI NAGAR, MADURAVOYAL, THIRUVALLUR, TAMIL NADU, 600095",NO 63  GROUND FLOOR  4TH CROSS STRE VARALAKSHMI NAGAR  MADURAVOYAL  THI TAMIL NADU 600094,20007589,12422999000099,ok check Pin,93.9759036144578,False,Ok But Wrong Pincode
"FLOOR 1ST, STRAND CINEMA ,ARTHUR BUNDER ROAD ,COLABA MUMBAI-400005., GREATER MUMBAI, MAHARASHTRA, 400005",1ST FLOOR  STRAND CINEMA ARTHUR BUNDER ROAD  MAHARASHTRA 400005,20007590,11522998000568,match,100,True,Match
"PLOT NO 161 2ND FLOOR SECTOR 24  FARIDABAD , FARIDABAD, HARYANA, 121005",PLOT NO  161 2ND FLOOR SECTOR 24  HARYANA 121005,20007592,10020064002353,match,100,True,Match
"PLOT NO 161 2ND FLOOR SECTOR 24  FARIDABAD , FARIDABAD, HARYANA, 121005",PLOT NO  161 2ND FLOOR SECTOR 24  HARYANA 121005,25020368,10020064002353,match,100,True,Match
"JOGENDRANAGAR, R K ROAD, WEST TRIPURA , TRIPURA, 799004",JOGENDRANAGAR  R K ROAD TRIPURA 799004,20007601,12523010000081,match,100,True,Match
